Source,Target
E,CEP170B
E,HAVCR1
E,FAF2
M,GPR89A
M,KIAA1147
M,VPS13A
M,ATP12A
M,CAV1
M,ATG9A
M,SLC35B4
M,MALL
M,POMT1
M,CASC4
M,C1orf27
M,C5
M,PPP4R2
M,RAD17
M,CAV2
M,UPK1B
M,FKRP
M,TMEM41A
M,BLM
M,SLC25A2
M,TMED2
M,ENDOD1
M,TACO1
M,FUT8
M,ALG6
M,SLC9A1
M,TYW1
M,LMBRD2
M,CUX1
N,SEC31A
N,SEPT10
N,CCNT1
N,SEPT9
N,SEPT2
N,TPD52
N,USP9X
N,SUGT1
N,SDPR
N,NACA
N,STRAP
N,GSK3A
N,USO1
N,CAPRIN1
N,KIAA1598
N,MARCKS
N,SEPT8
N,HDGF
N,HSPA9
N,HSPA1A
N,HSPA6
N,EIF2S3
N,CSDE1
N,TRO
N,SEPT7
N,MAPRE1
N,RTCB
N,MAP4
N,PLIN3
N,CTTN
N,CCDC9
N,HSPA2
N,DYNC1LI1
N,VASP
N,FAM98A
N,FKBP3
N,FAM50A
N,HSPA8
N,C14orf166
N,PFDN2
N,PDE4DIP
N,RAD23B
N,CALD1
N,HMGN1
N,PTRF
N,G3BP1
N,SEPT11
N,KYNU
N,SEC23IP
N,EML4
N,BAG4
N,HSPH1
N,SPAG9
N,HMGA1
N,KIF5C
nsp10ab,TIMM10B
nsp10ab,COTL1
nsp12ab,FH
nsp12ab,ACAT1
nsp13ab,SS18
nsp13ab,RNF8
nsp13ab,PRPF40B
nsp13ab,HNRNPDL
nsp13ab,SEPHS1
nsp13ab,ACO2
nsp13ab,IMPA2
nsp13ab,MDH1
nsp13ab,GLTSCR1
nsp13ab,TSN
nsp13ab,YKT6
nsp13ab,SELENBP1
nsp13ab,PSMA4
nsp13ab,FH
nsp13ab,RB1CC1
nsp13ab,PSMA5
nsp13ab,RBM5
nsp13ab,AGO3
nsp13ab,WDR83
nsp13ab,COPS4
nsp13ab,TAF4
nsp13ab,NPEPPS
nsp14ab,PEG10
nsp15ab,SMCHD1
nsp15ab,ANXA4
nsp16ab,PALM
nsp16ab,CTSB
nsp2ab,STOML2
nsp2ab,PHB2
nsp2ab,PHB
nsp4ab,SEPT8
nsp6ab,PALM
nsp6ab,PPP4R2
nsp6ab,ANKIB1
nsp6ab,CAV2
nsp6ab,FSCN1
nsp6ab,SIGMAR1
nsp6ab,NBR1
nsp6ab,ATP5J
nsp6ab,PDLIM1
nsp6ab,GNAL
nsp6ab,ATP5D
nsp7ab,CA12
nsp7ab,KYNU
nsp8ab,HERC1
nsp9ab,NEMF
nsp9ab,NEK9
nsp9ab,GTF2F2
nsp9ab,SETD2
nsp9ab,SMCHD1
nsp9ab,TAX1BP1
nsp9ab,FSCN1
nsp9ab,ANXA4
ORF3a,B4GALT1
ORF3a,TGOLN2
ORF3a,SLC4A10
ORF3a,BMPR1A
ORF3a,RNF19A
ORF3a,SCARB1
ORF3a,DLG1
ORF3a,PRRC1
ORF3a,EPHA2
ORF3a,PLP2
ORF3a,ITM2C
ORF3a,TMF1
ORF3a,IFNGR1
ORF3a,PTPRF
ORF3a,SGCE
ORF3a,SCAMP2
ORF3a,TNFRSF1A
ORF3a,GOLGA7
ORF3a,BAG5
ORF3a,AMIGO2
ORF3a,RNF149
ORF3a,STX10
ORF3a,GOLGA5
ORF3a,GAL3ST1
ORF3a,TMEM2
ORF3a,SNX17
ORF3a,STUB1
ORF3a,SLC12A6
ORF3a,PTPRJ
ORF3a,MYRF
ORF3a,SAYSD1
ORF3a,OSMR
ORF3a,TNFSF9
ORF3a,EEA1
ORF3a,SLC12A7
ORF3a,ADCY9
ORF3a,NOTCH3
ORF3a,ATP6V1B1
ORF3a,RAB7A
ORF3a,STX12
ORF3a,LRBA
ORF3a,TNFRSF10A
ORF3a,NAPA
ORF3a,FGFR1
ORF3a,DDR1
ORF3a,GGT1
ORF3a,CLCC1
ORF3b,NRG1
ORF3b,SLC4A10
ORF3b,BMPR1A
ORF3b,RNF19A
ORF3b,GNA13
ORF3b,MYEF2
ORF3b,LRP12
ORF3b,MAGED1
ORF3b,ACVR1B
ORF3b,TP53
ORF3b,BMPR2
ORF3b,PSME3
ORF3b,MET
ORF3b,NOVA1
ORF3b,VPS41
ORF3b,MBNL1
ORF3b,TNFRSF10B
ORF3b,DICER1
ORF3b,LTBR
ORF3b,PCDH9
ORF3b,CCAR2
ORF3b,MGRN1
ORF3b,DNAJB1
ORF3b,SNX27
ORF3b,NDFIP2
ORF3b,EPHA2
ORF3b,STAM2
ORF3b,CRIM1
ORF3b,LRP10
ORF3b,STIP1
ORF3b,IFNGR1
ORF3b,MDM2
ORF3b,JAK1
ORF3b,TOM1L1
ORF3b,PTPRF
ORF3b,PASK
ORF3b,PTPRA
ORF3b,TNFRSF21
ORF3b,BAG2
ORF3b,TRIM9
ORF3b,TGFBR2
ORF3b,TGFBR1
ORF3b,PSMC5
ORF3b,TNFRSF1A
ORF3b,BAG5
ORF3b,PSMD11
ORF3b,UBL3
ORF3b,AHR
ORF3b,DDX39B
ORF3b,RBM4B
ORF3b,IL6ST
ORF3b,IL13RA1
ORF3b,RNF149
ORF3b,ACVR1
ORF3b,PTGR1
ORF3b,USP8
ORF3b,NDFIP1
ORF3b,NBR1
ORF3b,PSMC4
ORF3b,WBP2
ORF3b,KIAA0232
ORF3b,DCBLD2
ORF3b,HNRNPM
ORF3b,ZBTB20
ORF3b,SNX17
ORF3b,GLO1
ORF3b,SMC6
ORF3b,KIAA0754
ORF3b,BROX
ORF3b,BLVRA
ORF3b,WWP2
ORF3b,STUB1
ORF3b,SLC30A1
ORF3b,PTPRJ
ORF3b,PSMD4
ORF3b,MAFG
ORF3b,HINT1
ORF3b,BAMBI
ORF3b,GET4
ORF3b,RNF219
ORF3b,IFITM1
ORF3b,RBPMS
ORF3b,TARBP2
ORF3b,MYRF
ORF3b,HERC1
ORF3b,MLF2
ORF3b,FAT1
ORF3b,LRRC47
ORF3b,DNAJA2
ORF3b,TBCE
ORF3b,BAG3
ORF3b,ACO1
ORF3b,PTPRM
ORF3b,OSMR
ORF3b,TNFRSF10D
ORF3b,SLC12A7
ORF3b,CMIP
ORF3b,NOTCH3
ORF3b,LSR
ORF3b,BAG6
ORF3b,ATP6V1B1
ORF3b,PSMC2
ORF3b,STX6
ORF3b,PSMD12
ORF3b,TNFRSF10A
ORF3b,TRAFD1
ORF3b,NAPA
ORF3b,FGFR1
ORF3b,DDR1
ORF3b,HUWE1
ORF7a,ATM
ORF7a,STOML2
ORF7a,NSF
ORF7a,USP34
ORF7a,ATP13A1
ORF7a,ATR
ORF7a,INTS2
ORF7a,FANCI
ORF7a,TMEM168
ORF7a,NUP188
ORF7a,NUP205
ORF7a,TUT1
ORF7a,CDK5RAP3
ORF7a,INTS1
ORF7a,NCAPD3
ORF7a,XPO5
ORF7a,FAM20B
ORF7a,STK11IP
ORF7a,INTS4
ORF7a,INTS12
ORF7a,PRKDC
ORF7a,SMPD4
ORF7b,GPR89A
ORF7b,GOLM1
ORF7b,TMUB1
ORF7b,SRPR
ORF7b,RFT1
ORF7b,LDLR
ORF7b,NRG1
ORF7b,KLHDC2
ORF7b,MPZL1
ORF7b,PMEPA1
ORF7b,RNF19A
ORF7b,FAS
ORF7b,SPNS1
ORF7b,GNA13
ORF7b,VAMP4
ORF7b,B4GALT7
ORF7b,PGAP2
ORF7b,LRP12
ORF7b,ACVR1B
ORF7b,STX2
ORF7b,TVP23C
ORF7b,TM9SF1
ORF7b,CYBRD1
ORF7b,LCLAT1
ORF7b,HMOX2
ORF7b,SCARB1
ORF7b,SEMA4C
ORF7b,DPY19L3
ORF7b,TMED7
ORF7b,METTL16
ORF7b,VAMP3
ORF7b,BSCL2
ORF7b,ERBB2
ORF7b,GINM1
ORF7b,FLRT3
ORF7b,IMMP1L
ORF7b,TNFRSF10B
ORF7b,SPINT2
ORF7b,MTCH1
ORF7b,NEO1
ORF7b,LMAN1
ORF7b,GOLGB1
ORF7b,DAD1
ORF7b,LTBR
ORF7b,ENTPD4
ORF7b,ZMPSTE24
ORF7b,GALNT12
ORF7b,NDFIP2
ORF7b,EPHA2
ORF7b,SORT1
ORF7b,TLDC1
ORF7b,SAMD8
ORF7b,TMEM106C
ORF7b,BNIP3L
ORF7b,LAPTM4A
ORF7b,CRIM1
ORF7b,ZNRF3
ORF7b,ATP11C
ORF7b,GNPAT
ORF7b,GALNT10
ORF7b,CD97
ORF7b,CYP4F8
ORF7b,TUSC3
ORF7b,VTI1A
ORF7b,CASC4
ORF7b,C2orf43
ORF7b,ALG5
ORF7b,ANO6
ORF7b,PTPRF
ORF7b,PIGO
ORF7b,FAM213A
ORF7b,CCDC115
ORF7b,UNC93B1
ORF7b,CD38
ORF7b,QSOX1
ORF7b,CYP2S1
ORF7b,TM9SF4
ORF7b,STEAP3
ORF7b,MGST1
ORF7b,PSEN2
ORF7b,ALG11
ORF7b,PEX2
ORF7b,PTPRA
ORF7b,TNFRSF21
ORF7b,LRRC8D
ORF7b,TMEM70
ORF7b,NDUFB11
ORF7b,HIGD2A
ORF7b,SNAP25
ORF7b,DRAM2
ORF7b,ZDHHC18
ORF7b,DEGS1
ORF7b,S1PR3
ORF7b,TNFRSF1A
ORF7b,TMEM87A
ORF7b,ELOVL6
ORF7b,GALNT1
ORF7b,TMEM156
ORF7b,PNKD
ORF7b,SCAMP4
ORF7b,C1QL1
ORF7b,BCAM
ORF7b,UBE2G2
ORF7b,IL6ST
ORF7b,CD99
ORF7b,OPN3
ORF7b,ERBB3
ORF7b,OPA3
ORF7b,RNF149
ORF7b,SGCD
ORF7b,TMED4
ORF7b,ACVR1
ORF7b,ZDHHC6
ORF7b,FKRP
ORF7b,APOOL
ORF7b,STX10
ORF7b,STT3A
ORF7b,ECE1
ORF7b,RABL3
ORF7b,CELSR2
ORF7b,IGF2R
ORF7b,STX4
ORF7b,LMAN2
ORF7b,NIPA1
ORF7b,CNTNAP3
ORF7b,ERMP1
ORF7b,APH1A
ORF7b,GAL3ST1
ORF7b,POMGNT1
ORF7b,CTDNEP1
ORF7b,VPS45
ORF7b,LRRN2
ORF7b,CD70
ORF7b,TMEM206
ORF7b,FAM20C
ORF7b,TMEM164
ORF7b,SNX17
ORF7b,RNF130
ORF7b,MFSD10
ORF7b,SLC30A5
ORF7b,FXYD2
ORF7b,STEAP2
ORF7b,LEMD3
ORF7b,TNFSF15
ORF7b,TMEM192
ORF7b,CHST14
ORF7b,STX7
ORF7b,QSOX2
ORF7b,PLD3
ORF7b,SLC30A1
ORF7b,MFSD8
ORF7b,PTPRJ
ORF7b,ZFPL1
ORF7b,TMED2
ORF7b,LMAN2L
ORF7b,NAPG
ORF7b,SYNGR3
ORF7b,SLC47A2
ORF7b,PLIN2
ORF7b,PEX10
ORF7b,ARFIP1
ORF7b,GOSR1
ORF7b,SCFD1
ORF7b,MYRF
ORF7b,C1orf159
ORF7b,B3GALT6
ORF7b,PISD
ORF7b,STX5
ORF7b,GPD2
ORF7b,OSTC
ORF7b,TMEM199
ORF7b,FUT8
ORF7b,GPR39
ORF7b,COMT
ORF7b,GOLIM4
ORF7b,SEC61G
ORF7b,C16orf58
ORF7b,LETMD1
ORF7b,EFNB1
ORF7b,TMEM258
ORF7b,ALG6
ORF7b,ALG8
ORF7b,RDH14
ORF7b,TCIRG1
ORF7b,PRAF2
ORF7b,ATP6AP1
ORF7b,ABHD5
ORF7b,SMIM1
ORF7b,PEX13
ORF7b,STEAP1B
ORF7b,TMEM223
ORF7b,B4GAT1
ORF7b,PTPRM
ORF7b,GORASP2
ORF7b,LRFN1
ORF7b,MUL1
ORF7b,NCEH1
ORF7b,TNFSF9
ORF7b,LRRC8A
ORF7b,TAPT1
ORF7b,DPY19L4
ORF7b,XXYLT1
ORF7b,SLC15A4
ORF7b,PTPN11
ORF7b,NT5C3A
ORF7b,EXOG
ORF7b,RAB13
ORF7b,TMEM159
ORF7b,C4orf3
ORF7b,SLC33A1
ORF7b,RHBDF2
